country,subnational1,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
Ukraine,Chernihiv,20,891944,44909551,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Chernihiv,25,875416,44729707,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Chernihiv,30,846991,44411088,186,1671198,6522843,-4851647,649775,713294,1232696,1222236,1368591,1535568,948509,1586026,1548262,2118648,2433646,2122533,1191310,1251690,1688424,2936160,2204661,2008511,1583423,2193040,2157195,1614966,2008017,1791565
Ukraine,Chernihiv,50,739643,42794785,216,1640370,5787815,-4147444,639685,699056,1212308,1203495,1350500,1512984,934120,1566116,1530616,2102469,2418136,2106271,1168801,1224682,1641351,2859118,2151320,1956714,1546828,2134151,2111736,1583903,1963698,1750828
Ukraine,Chernihiv,75,443563,27938057,246,1129771,3685092,-2555320,495762,534360,883166,886694,997957,1125387,724470,1228688,1221789,1697036,1998592,1710666,683767,724370,1009348,1724115,1344436,1155632,975315,1311085,1353718,990282,1277242,1060647
Ukraine,Chernivtsi,0,820836,20012814,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Chernivtsi,10,309711,19928540,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Chernivtsi,15,300186,19770336,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Chernivtsi,20,294098,19670964,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Chernivtsi,25,289471,19593296,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Chernivtsi,30,281825,19465005,217,889759,2349317,-1459559,400743,635188,432261,566344,555054,740691,1829231,1027575,603575,1502036,1151098,1426231,778724,1067840,820348,1268857,966279,868682,706369,848381,810450,654271,885975,807991
Ukraine,Chernivtsi,50,262913,19060052,237,886904,2216620,-1329717,399953,633020,430337,564721,553314,738472,1822778,1024943,602539,1500192,1149186,1423203,775909,1064688,818128,1261909,961658,865610,703859,845461,807252,651824,882439,804296
Ukraine,Chernivtsi,75,231416,17708175,258,862562,1958401,-1095838,390217,606655,412621,546161,536798,716397,1764110,1001540,591187,1473457,1128867,1392736,747862,1033025,796147,1220774,929354,840638,686257,821721,789759,633930,858181,783115
Ukraine,Crimea,0,2632584,16595576,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Crimea,10,306677,16052559,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Crimea,15,294066,15801220,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Crimea,20,287331,15665017,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Crimea,25,278818,15502530,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Crimea,30,269528,15322089,176,20343,2246987,-2226644,9992,8839,15627,14756,7307,15850,52316,114070,18566,9172,43154,17045,25052,5348,1306,7825,3565,2022,13632,7945,24230,7839,23346,39415
Ukraine,Crimea,50,245841,14759442,186,18324,2070450,-2052127,8762,8029,12937,12991,6393,13832,47695,110454,16635,7840,34476,13886,22932,4554,1277,6687,3129,1680,12659,5491,22267,7422,22040,35712
Ukraine,Crimea,75,197601,12794979,204,12334,1691597,-1679261,7031,6191,8023,7388,4032,9301,33413,83875,10793,3581,21984,5414,14311,2847,1065,3453,1132,637,8057,649,14930,5911,17644,24375
Ukraine,Dnipropetrovs'k,0,3177243,10365327,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Dnipropetrovs'k,10,339899,9921494,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Dnipropetrovs'k,15,286889,9016036,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Dnipropetrovs'k,20,257490,8492298,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Dnipropetrovs'k,25,226363,7918583,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Dnipropetrovs'k,30,190034,7237749,162,53476,1491411,-1437937,8019,29039,28235,40511,42192,34269,56139,78875,137997,28148,192129,84864,28672,19430,24732,55316,96561,81498,28125,43286,46365,40796,34657,23553
Ukraine,Dnipropetrovs'k,50,119174,5655635,195,43963,954991,-911027,6460,22869,21269,28565,28498,25849,43298,64337,111177,23285,168118,75341,24121,16889,20535,48130,81030,62792,23540,35036,38448,35008,30406,20110
Ukraine,Dnipropetrovs'k,75,54478,2909092,219,23655,484665,-461010,3902,10364,7100,9629,10927,10936,20176,26948,56206,14523,118538,52241,12924,9265,9896,22550,40205,29866,11397,15741,22270,22407,17000,12706
Ukraine,Donets'k,0,2658605,9568357,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Donets'k,10,311421,9278438,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Donets'k,15,260982,8443766,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Donets'k,20,233626,7972867,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Donets'k,25,202249,7398659,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Donets'k,30,170539,6816686,151,219118,1358839,-1139723,10226,27349,10445,15689,49862,22616,57305,55434,45702,35796,105956,119231,62579,49522,131415,163007,105909,173551,13701,13074,80554,59489,834486,3015923
Ukraine,Donets'k,50,114397,5637281,187,184325,930614,-746289,7333,20910,8754,13257,44263,18443,45943,47779,40278,32445,97049,108209,56818,42377,114350,134923,87643,152698,11829,11091,72523,50351,698644,2505874
Ukraine,Donets'k,75,63440,3458114,215,98247,556654,-458408,4359,12700,5025,7282,26500,10836,23497,27110,23289,22791,68437,80941,34798,24981,59165,64143,43678,85799,6531,6612,47296,22852,355662,1293625
Ukraine,Ivano-Frankivs'k,0,1381267,49363327,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Ivano-Frankivs'k,10,707114,49187633,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Ivano-Frankivs'k,15,693095,48942885,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Ivano-Frankivs'k,20,685900,48816608,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Ivano-Frankivs'k,25,680328,48716118,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Ivano-Frankivs'k,30,670414,48534762,247,1371724,6217480,-4845756,1013171,312994,752255,887272,553275,990998,4723895,1312890,1404052,1578796,1530052,1777539,810221,1249334,1118060,2094506,1969174,1452924,974063,1579449,1091694,898841,1564140,1281785
Ukraine,Ivano-Frankivs'k,50,639659,47839417,266,1368214,5958645,-4590431,1011685,312564,750002,886152,552582,988911,4713677,1310085,1400713,1577327,1527733,1774510,807846,1246187,1115856,2087343,1962774,1448797,971171,1571497,1088138,895913,1559694,1275985
Ukraine,Ivano-Frankivs'k,75,573018,44725487,283,1338710,5341255,-4002545,992800,305400,728250,871899,545229,970785,4602615,1290715,1375157,1558537,1509468,1747501,785606,1212336,1089707,2028538,1912466,1414384,947939,1533284,1063436,872070,1524574,1246338
Ukraine,Kharkiv,0,3142127,23300045,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kharkiv,10,624751,22926574,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kharkiv,15,573245,22252737,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kharkiv,20,542215,21836398,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kharkiv,25,508575,21384739,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kharkiv,30,473113,20889003,176,657044,3760650,-3103606,187026,225995,200933,277780,326427,360010,450546,299670,840352,324818,545556,386834,288869,315051,349274,929112,459744,591032,383762,410448,493874,553272,1617019,4951656
Ukraine,Kharkiv,50,385641,19293013,197,602325,3076789,-2474464,174532,208855,182912,249569,296163,323578,404655,273681,764120,301788,515757,363037,266290,290639,326492,864430,419912,555342,365060,385292,462933,503316,1482035,4475438
Ukraine,Kharkiv,75,248237,13464646,212,392068,2045834,-1653765,123536,142948,117930,157822,191517,213915,274167,192019,499496,218074,395372,270249,165198,185185,205560,541908,276655,365782,245028,259941,322119,313338,925246,2806626
Ukraine,Kherson,0,2554438,5010916,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kherson,10,127789,4621458,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kherson,15,112042,4273182,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kherson,20,105465,4121332,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kherson,25,97698,3934381,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Kherson,30,88648,3705995,123,205586,674717,-469131,61682,89122,35100,71961,13641,79187,57473,445443,58625,6171,68087,141550,77280,31106,14435,27899,8852,46581,20947,3640,21916,341071,457785,2754515
Ukraine,Kherson,50,62121,2915652,141,139124,483927,-344804,37828,57855,23556,39732,9972,47050,40677,237035,49639,4095,47829,119121,61384,23833,9163,25398,7863,34502,14756,3131,18816,292650,308257,1824822
