country,subnational1,subnational2,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
Ukraine,Mykolayiv,Ielanets'kyi,15,4744,114254,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ielanets'kyi,20,4078,104099,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ielanets'kyi,25,3248,90370,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ielanets'kyi,30,2473,76264,31,85,20361,-20276,165,162,254,136,16,158,392,65,45,139,129,256,86,33,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ielanets'kyi,50,1372,54235,40,65,11262,-11197,161,130,242,124,16,127,285,57,45,40,89,217,0,20,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ielanets'kyi,75,571,25862,45,37,4936,-4899,141,37,125,101,0,47,264,33,18,0,40,72,0,20,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kazanetskyi,0,133157,320305,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kazanetskyi,10,10826,296421,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kazanetskyi,15,9390,272515,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kazanetskyi,20,8396,255815,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kazanetskyi,25,7200,233743,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kazanetskyi,30,6163,214509,35,1150,51204,-50054,110,2303,561,180,104,978,1487,2019,1690,320,998,1576,361,3536,62,4031,6412,773,0,0,0,19,36,52
Ukraine,Mykolayiv,Kazanetskyi,50,3778,161221,43,1065,31483,-30418,110,2126,413,178,98,975,1412,1629,1347,269,759,1498,277,3415,62,3928,6202,773,0,0,0,19,20,52
Ukraine,Mykolayiv,Kazanetskyi,75,2233,104620,47,821,19099,-18277,78,1079,293,76,98,804,865,1130,1057,194,482,1123,149,3093,0,3262,5086,755,0,0,0,19,20,52
Ukraine,Mykolayiv,Kryvoozers'kyi,0,81977,267858,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kryvoozers'kyi,10,9108,261500,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kryvoozers'kyi,15,8287,250914,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kryvoozers'kyi,20,7519,240972,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kryvoozers'kyi,25,6663,229842,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Kryvoozers'kyi,30,5763,216992,107,2178,46943,-44763,4130,114,827,1684,1710,1444,855,3751,2224,175,994,188,735,677,659,4421,9827,2647,607,1214,4094,4772,3192,1339
Ukraine,Mykolayiv,Kryvoozers'kyi,50,4084,188836,132,2098,33349,-31250,4102,104,696,1628,1652,1382,772,3586,2191,142,925,173,727,677,636,4368,9444,2557,607,1214,3908,4563,3131,1182
Ukraine,Mykolayiv,Kryvoozers'kyi,75,2476,131573,154,1824,21030,-19206,3893,95,227,1346,1477,1206,652,3358,1915,62,683,68,711,657,524,3977,7894,2345,540,1191,3077,4058,2855,970
Ukraine,Mykolayiv,Mykola‹vs'ka,0,11494,30669,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'ka,10,914,26837,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'ka,15,680,21954,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'ka,20,608,20115,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'ka,25,501,17591,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'ka,30,418,15646,68,18,2602,-2584,4,0,17,0,0,21,21,143,0,0,109,0,50,0,0,0,42,0,0,8,15,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'ka,50,263,11409,80,14,1786,-1772,4,0,17,0,0,0,0,139,0,0,79,0,50,0,0,0,42,0,0,8,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'ka,75,128,5895,89,8,1103,-1095,0,0,0,0,0,0,0,77,0,0,15,0,50,0,0,0,42,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'kyi,0,139880,217843,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'kyi,10,6659,199050,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'kyi,15,5536,177871,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'kyi,20,5057,168198,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'kyi,25,4538,157845,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Mykola‹vs'kyi,30,3852,143621,113,3612,23587,-19975,10656,7292,212,3888,176,255,319,5271,2942,317,232,188,973,229,0,192,444,113,51,82,1670,1468,17529,32177
Ukraine,Mykolayiv,Mykola‹vs'kyi,50,2635,112251,130,3172,16370,-13198,9705,6123,157,3363,176,242,302,5012,2610,296,185,68,878,163,0,163,386,82,51,82,1515,1278,15372,27915
Ukraine,Mykolayiv,Mykola‹vs'kyi,75,968,44056,138,1637,6648,-5011,5029,2835,33,1970,121,211,192,4100,1420,228,69,48,513,92,0,130,273,33,0,0,260,832,6941,13952
Ukraine,Mykolayiv,Novobuz'kyi,0,125330,208824,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novobuz'kyi,10,7656,190872,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novobuz'kyi,15,6520,172667,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novobuz'kyi,20,5549,157118,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novobuz'kyi,25,4496,138770,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novobuz'kyi,30,3696,124163,34,176,29463,-29287,14,212,0,58,93,164,298,487,275,0,114,432,366,309,0,0,0,0,0,160,167,0,0,1080
Ukraine,Mykolayiv,Novobuz'kyi,50,2260,94058,42,146,18144,-17998,11,201,0,58,77,147,107,337,164,0,82,311,332,296,0,0,0,0,0,160,142,0,0,1080
Ukraine,Mykolayiv,Novobuz'kyi,75,1344,61958,46,97,11352,-11255,0,112,0,43,32,64,33,143,134,0,60,120,93,171,0,0,0,0,0,145,142,0,0,1042
Ukraine,Mykolayiv,Novoodes'kyi,0,146973,235428,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novoodes'kyi,10,8286,222289,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novoodes'kyi,15,7098,201735,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novoodes'kyi,20,6337,188518,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novoodes'kyi,25,5464,172818,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Novoodes'kyi,30,4442,153050,106,2052,25029,-22977,1636,3191,1088,3251,291,385,2006,17972,1671,1104,377,438,47,182,36,211,5595,8771,124,59,0,0,520,290
Ukraine,Mykolayiv,Novoodes'kyi,50,2863,117309,122,1861,15750,-13889,1526,2602,940,2678,225,294,1888,16656,1518,1055,311,409,47,179,36,199,5105,8084,114,59,0,0,466,287
Ukraine,Mykolayiv,Novoodes'kyi,75,1185,53207,134,1165,7278,-6113,1109,1022,547,1442,102,213,1038,10673,1078,728,63,358,13,179,17,199,3195,5853,72,0,0,0,9,22
Ukraine,Mykolayiv,Ochakivs'kyi,0,64097,11562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ochakivs'kyi,10,307,8492,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ochakivs'kyi,15,214,6636,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ochakivs'kyi,20,183,5837,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ochakivs'kyi,25,144,4876,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Ochakivs'kyi,30,118,4277,36,11,673,-662,0,0,56,0,0,0,32,31,81,0,0,0,0,0,0,19,0,0,0,0,0,0,0,42
Ukraine,Mykolayiv,Ochakivs'kyi,50,61,2704,44,8,367,-359,0,0,56,0,0,0,32,31,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42
Ukraine,Mykolayiv,Ochakivs'kyi,75,21,977,47,4,181,-177,0,0,0,0,0,0,19,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Ukraine,Mykolayiv,Pervomais'ka,0,4451,16608,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'ka,10,643,15515,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'ka,15,479,13135,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'ka,20,436,12438,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'ka,25,374,11478,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'ka,30,306,10431,34,52,2823,-2771,44,0,30,162,0,0,0,0,0,41,76,0,0,165,0,0,36,0,0,14,670,0,0,0
Ukraine,Mykolayiv,Pervomais'ka,50,197,8282,42,35,1918,-1883,44,0,30,0,0,0,0,0,0,41,42,0,0,165,0,0,36,0,0,14,469,0,0,0
Ukraine,Mykolayiv,Pervomais'ka,75,79,3994,51,15,961,-946,18,0,0,0,0,0,0,0,0,0,20,0,0,60,0,0,36,0,0,0,227,0,0,0
Ukraine,Mykolayiv,Pervomais'kyi,0,126753,387601,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'kyi,10,14298,377454,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'kyi,15,12833,357357,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'kyi,20,11727,342037,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'kyi,25,10425,323222,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Pervomais'kyi,30,8944,301250,102,2133,71742,-69609,24697,393,789,1116,111,911,302,2645,3325,1539,886,498,71,981,1038,1467,4792,769,361,180,2864,577,309,566
Ukraine,Mykolayiv,Pervomais'kyi,50,5875,247590,128,1991,47028,-45036,23671,338,752,901,60,904,273,2453,3275,1450,842,461,42,981,1009,1412,4042,676,275,140,2634,500,282,426
Ukraine,Mykolayiv,Pervomais'kyi,75,3024,150542,151,1516,25508,-23991,19631,303,538,302,60,694,124,1805,2709,1060,374,206,42,920,959,1295,2420,523,94,114,1447,222,228,323
Ukraine,Mykolayiv,Snihurivs'kyi,0,138581,87795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Snihurivs'kyi,10,2567,70153,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Snihurivs'kyi,15,2047,59484,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Snihurivs'kyi,20,1787,53619,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Snihurivs'kyi,25,1468,46292,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Snihurivs'kyi,30,1093,37882,35,364,9170,-8806,659,773,67,172,20,608,977,380,415,139,343,163,29,0,0,142,59,0,780,70,0,2869,59,0
Ukraine,Mykolayiv,Snihurivs'kyi,50,518,22084,43,280,4511,-4231,577,598,42,121,2,475,869,307,301,43,339,143,0,0,0,34,59,0,669,70,0,2019,59,0
Ukraine,Mykolayiv,Snihurivs'kyi,75,152,7146,47,139,1619,-1480,241,307,15,11,2,124,314,141,212,0,205,23,0,0,0,14,0,0,96,50,0,1528,59,0
Ukraine,Mykolayiv,Veselynivs'kyi,0,126179,216895,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Veselynivs'kyi,10,7598,201432,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Veselynivs'kyi,15,6656,186145,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Veselynivs'kyi,20,5914,174220,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Veselynivs'kyi,25,5074,159556,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Veselynivs'kyi,30,4187,143343,70,616,29161,-28546,2265,2073,215,498,172,815,2667,1001,665,81,176,1018,44,40,54,552,0,0,37,0,305,24,1563,514
Ukraine,Mykolayiv,Veselynivs'kyi,50,2777,114337,82,549,18832,-18284,2046,1751,201,460,172,761,2288,872,530,81,153,976,34,40,54,552,0,0,37,0,305,19,1375,460
Ukraine,Mykolayiv,Veselynivs'kyi,75,1093,49669,90,318,7681,-7362,673,848,155,267,172,609,1472,383,363,65,45,804,0,3,41,439,0,0,19,0,246,13,675,345
Ukraine,Mykolayiv,Voznesens'ka,0,3401,9861,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'ka,10,330,8565,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'ka,15,252,7259,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'ka,20,225,6754,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'ka,25,185,6014,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'ka,30,145,5223,74,5,1079,-1074,14,0,0,16,0,16,0,0,0,18,0,43,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'ka,50,81,3599,88,3,635,-631,0,0,0,16,0,0,0,0,0,18,0,43,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'ka,75,22,1109,97,1,198,-197,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'kyi,0,138262,432136,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'kyi,10,13824,411713,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'kyi,15,12523,391540,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'kyi,20,11391,373781,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'kyi,25,10149,352810,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Voznesens'kyi,30,8690,325994,78,2400,68628,-66228,1420,3535,1677,1910,3002,2344,1977,10507,1113,798,553,706,2496,1591,266,3375,4591,2114,3491,1819,7468,714,0,128
Ukraine,Mykolayiv,Voznesens'kyi,50,6340,275148,90,2249,50605,-48357,1320,3347,1498,1727,2849,2259,1873,10272,1023,645,437,540,2454,1579,266,3146,4485,2079,3016,1077,7228,714,0,128
Ukraine,Mykolayiv,Voznesens'kyi,75,3224,151473,98,1303,27185,-25882,795,2646,1191,1001,2277,1933,1387,7238,570,324,253,257,314,876,84,1820,2380,1053,1183,376,2645,556,0,110
Ukraine,Mykolayiv,Vradi‹vs'kyi,0,84624,334983,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Vradi‹vs'kyi,10,13317,328840,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Vradi‹vs'kyi,15,11888,310056,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Vradi‹vs'kyi,20,10377,289968,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Vradi‹vs'kyi,25,8881,268455,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Vradi‹vs'kyi,30,7543,249213,68,1447,61909,-60462,3157,77,65,89,679,1006,256,1423,2060,643,217,198,66,186,2181,635,5365,1427,331,2207,3620,2836,3051,2955
Ukraine,Mykolayiv,Vradi‹vs'kyi,50,5040,209312,84,1378,41352,-39974,3088,51,65,60,666,954,185,1396,1935,599,195,104,66,186,2095,624,5044,1278,306,2192,3470,2652,3006,2848
Ukraine,Mykolayiv,Vradi‹vs'kyi,75,2561,126014,99,1145,21626,-20481,2844,51,48,26,564,690,32,1272,1621,570,175,41,23,144,1956,493,4075,815,164,1893,2979,2066,2367,2575
Ukraine,Mykolayiv,Zhovtnevyi,0,158149,187951,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Zhovtnevyi,10,5530,172570,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Zhovtnevyi,15,4677,156577,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Zhovtnevyi,20,4306,149122,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Zhovtnevyi,25,3903,140746,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Mykolayiv,Zhovtnevyi,30,3268,126875,80,2820,17398,-14579,25107,1543,419,1979,294,1738,2312,14227,3825,70,639,353,132,336,28,1233,180,662,78,23,152,2398,3368,6575
Ukraine,Mykolayiv,Zhovtnevyi,50,2285,100632,90,2548,12032,-9485,23632,1391,419,1376,250,1656,1878,12606,3672,70,524,320,132,316,28,1140,180,628,49,23,46,2079,2880,5857
Ukraine,Mykolayiv,Zhovtnevyi,75,1097,51038,94,1480,6252,-4773,17064,858,419,661,118,1370,875,7603,2652,0,308,204,81,91,0,573,91,0,0,0,0,673,622,1255
Ukraine,Odessa,Anan'‹vs'kyi,0,98459,718570,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Anan'‹vs'kyi,10,21334,711128,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Anan'‹vs'kyi,15,19856,692931,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Anan'‹vs'kyi,20,18274,673336,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Anan'‹vs'kyi,25,16550,650607,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Anan'‹vs'kyi,30,15340,634394,128,3126,127264,-124139,1649,757,1229,2611,1950,1437,5213,2913,2098,1240,2713,533,3359,1838,4697,11780,21995,380,1518,1526,2523,712,0,351
Ukraine,Odessa,Anan'‹vs'kyi,50,12977,598153,137,3093,108020,-104929,1632,748,1229,2607,1950,1417,5202,2863,2092,1236,2650,450,3354,1788,4684,11706,21759,380,1506,1461,2496,653,0,351
Ukraine,Odessa,Anan'‹vs'kyi,75,9212,463293,147,2834,77931,-75097,1576,665,1112,2503,1950,1396,5160,2843,2004,1121,2625,399,3172,1673,4329,10625,19970,279,1168,951,1932,400,0,163
Ukraine,Odessa,Artsyz'kyi,0,144918,70946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Artsyz'kyi,10,2751,68283,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Artsyz'kyi,15,2296,60743,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Artsyz'kyi,20,1966,55199,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Artsyz'kyi,25,1655,49544,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Odessa,Artsyz'kyi,30,1353,43815,32,1026,10866,-9840,603,29,84,13,0,0,501,97,467,23,478,20842,0,0,0,14,596,0,0,0,407,439,28,0
Ukraine,Odessa,Artsyz'kyi,50,724,29555,41,803,5928,-5125,500,0,84,13,0,0,427,44,450,0,313,16610,0,0,0,0,33,0,0,0,347,422,28,0
Ukraine,Odessa,Artsyz'kyi,75,165,7814,47,314,1878,-1564,133,0,36,0,0,0,169,19,180,0,193,6332,0,0,0,0,15,0,0,0,207,253,0,0
